player_name,salary,position,actual_team,grouped_position,war_value,Payroll,optimal_team
Chad Green,2150000,RP,NYY,RP,1.953333333,131309602,CIN
Kendall Graveman,1250000,RP,SEA,RP,1.813333334,131309602,CIN
Juan Soto,8500000,RF,WSN,OF,7.06,125983176,MIN
Fernando Tatis Jr.,1714286,SS,SDP,IF,6.96,125983176,MIN
Carlos Correa,11700000,SS,HOU,IF,6.765,125983176,MIN
Marcus Semien,18000000,2B,TOR,IF,6.725,125983176,MIN
Jose Ramirez,9400000,3B,CLE,IF,6.615,125983176,MIN
Walker Buehler,3750000,SP,LAD,SP,6.51,125983176,MIN
Robbie Ray,8000000,SP,TOR,SP,5.863333333,125983176,MIN
Aaron Judge,10175000,RF,NYY,OF,5.72,125983176,MIN
Brandon Woodruff,3275000,SP,MIL,SP,5.58,125983176,MIN
Matt Olson,5000000,1B,OAK,IF,5.355,125983176,MIN
Carlos Rodon,3000000,SP,CHW,SP,5.09,125983176,MIN
Shohei Ohtani,3000000,DH,LAA,DH,5.015,125983176,MIN
Julio Urias,3600000,SP,LAD,SP,4.846666667,125983176,MIN
Joey Gallo,6200000,RF,TEX,OF,4.525,125983176,MIN
Enrique Hernandez,6000000,CF,BOS,OF,4.485,125983176,MIN
Mike Zunino,2000000,C,TBR,C,4.125,125983176,MIN
Josh Hader,6675000,RP,MIL,RP,3.116666667,125983176,MIN
Jesse Winker,3150000,LF,CIN,OF,2.865,125983176,MIN
Jacob Stallings,1300000,C,PIT,C,2.81,125983176,MIN
Aaron Loup,3000000,RP,NYM,RP,2.43,125983176,MIN
Andrew Chafin,2250000,RP,CHC,RP,2.403333334,125983176,MIN
Kendall Graveman,1250000,RP,SEA,RP,1.813333334,125983176,MIN
Luke Jackson,1900000,RP,ATL,RP,1.747453416,125983176,MIN
Mark Melancon,2000000,RP,SDP,RP,1.71,125983176,MIN
Ryan Tepera,800000,RP,CHC,RP,1.676666666,125983176,MIN
Juan Soto,8500000,RF,WSN,OF,7.06,119908394,COL
Fernando Tatis Jr.,1714286,SS,SDP,IF,6.96,119908394,COL
Carlos Correa,11700000,SS,HOU,IF,6.765,119908394,COL
Jose Ramirez,9400000,3B,CLE,IF,6.615,119908394,COL
Walker Buehler,3750000,SP,LAD,SP,6.51,119908394,COL
Robbie Ray,8000000,SP,TOR,SP,5.863333333,119908394,COL
Aaron Judge,10175000,RF,NYY,OF,5.72,119908394,COL
Brandon Woodruff,3275000,SP,MIL,SP,5.58,119908394,COL
Matt Olson,5000000,1B,OAK,IF,5.355,119908394,COL
Carlos Rodon,3000000,SP,CHW,SP,5.09,119908394,COL
Shohei Ohtani,3000000,DH,LAA,DH,5.015,119908394,COL
Julio Urias,3600000,SP,LAD,SP,4.846666667,119908394,COL
Brandon Lowe,2500000,2B,TBR,IF,4.79,119908394,COL
Joey Gallo,6200000,RF,TEX,OF,4.525,119908394,COL
Enrique Hernandez,6000000,CF,BOS,OF,4.485,119908394,COL
Mike Zunino,2000000,C,TBR,C,4.125,119908394,COL
Josh Hader,6675000,RP,MIL,RP,3.116666667,119908394,COL
Jesse Winker,3150000,LF,CIN,OF,2.865,119908394,COL
Jacob Stallings,1300000,C,PIT,C,2.81,119908394,COL
Liam Hendriks,11333333,RP,CHW,RP,2.563333333,119908394,COL
Aaron Loup,3000000,RP,NYM,RP,2.43,119908394,COL
Andrew Chafin,2250000,RP,CHC,RP,2.403333334,119908394,COL
Chad Green,2150000,RP,NYY,RP,1.953333333,119908394,COL
Luke Jackson,1900000,RP,ATL,RP,1.747453416,119908394,COL
Brad Boxberger,100000,RP,MIL,RP,1.02,119908394,COL
Juan Soto,8500000,RF,WSN,OF,7.06,105991594,MIL
Fernando Tatis Jr.,1714286,SS,SDP,IF,6.96,105991594,MIL
Carlos Correa,11700000,SS,HOU,IF,6.765,105991594,MIL
Jose Ramirez,9400000,3B,CLE,IF,6.615,105991594,MIL
Walker Buehler,3750000,SP,LAD,SP,6.51,105991594,MIL
Robbie Ray,8000000,SP,TOR,SP,5.863333333,105991594,MIL
Aaron Judge,10175000,RF,NYY,OF,5.72,105991594,MIL
Brandon Woodruff,3275000,SP,MIL,SP,5.58,105991594,MIL
Matt Olson,5000000,1B,OAK,IF,5.355,105991594,MIL
Carlos Rodon,3000000,SP,CHW,SP,5.09,105991594,MIL
Shohei Ohtani,3000000,DH,LAA,DH,5.015,105991594,MIL
Brandon Lowe,2500000,2B,TBR,IF,4.79,105991594,MIL
Enrique Hernandez,6000000,CF,BOS,OF,4.485,105991594,MIL
Byron Buxton,5125000,CF,MIN,OF,4.32,105991594,MIL
Freddy Peralta,1234960,SP,MIL,SP,4.196666667,105991594,MIL
Mike Zunino,2000000,C,TBR,C,4.125,105991594,MIL
Josh Hader,6675000,RP,MIL,RP,3.116666667,105991594,MIL
Jesse Winker,3150000,LF,CIN,OF,2.865,105991594,MIL
Jacob Stallings,1300000,C,PIT,C,2.81,105991594,MIL
Aaron Loup,3000000,RP,NYM,RP,2.43,105991594,MIL
Andrew Chafin,2250000,RP,CHC,RP,2.403333334,105991594,MIL
Kendall Graveman,1250000,RP,SEA,RP,1.813333334,105991594,MIL
Luke Jackson,1900000,RP,ATL,RP,1.747453416,105991594,MIL
Ryan Tepera,800000,RP,CHC,RP,1.676666666,105991594,MIL
Adam Cimber,925000,RP,TOR,RP,1.433333333,105991594,MIL
Juan Soto,8500000,RF,WSN,OF,7.06,104310488,TEX
Fernando Tatis Jr.,1714286,SS,SDP,IF,6.96,104310488,TEX
Carlos Correa,11700000,SS,HOU,IF,6.765,104310488,TEX
Jose Ramirez,9400000,3B,CLE,IF,6.615,104310488,TEX
Walker Buehler,3750000,SP,LAD,SP,6.51,104310488,TEX
Aaron Judge,10175000,RF,NYY,OF,5.72,104310488,TEX
Brandon Woodruff,3275000,SP,MIL,SP,5.58,104310488,TEX
Matt Olson,5000000,1B,OAK,IF,5.355,104310488,TEX
Carlos Rodon,3000000,SP,CHW,SP,5.09,104310488,TEX
Shohei Ohtani,3000000,DH,LAA,DH,5.015,104310488,TEX
Julio Urias,3600000,SP,LAD,SP,4.846666667,104310488,TEX
Brandon Lowe,2500000,2B,TBR,IF,4.79,104310488,TEX
Joey Gallo,6200000,RF,TEX,OF,4.525,104310488,TEX
Enrique Hernandez,6000000,CF,BOS,OF,4.485,104310488,TEX
Freddy Peralta,1234960,SP,MIL,SP,4.196666667,104310488,TEX
Mike Zunino,2000000,C,TBR,C,4.125,104310488,TEX
Josh Hader,6675000,RP,MIL,RP,3.116666667,104310488,TEX
Jesse Winker,3150000,LF,CIN,OF,2.865,104310488,TEX
Jacob Stallings,1300000,C,PIT,C,2.81,104310488,TEX
Aaron Loup,3000000,RP,NYM,RP,2.43,104310488,TEX
Andrew Chafin,2250000,RP,CHC,RP,2.403333334,104310488,TEX
Chad Green,2150000,RP,NYY,RP,1.953333333,104310488,TEX
Luke Jackson,1900000,RP,ATL,RP,1.747453416,104310488,TEX
Mark Melancon,2000000,RP,SDP,RP,1.71,104310488,TEX
Ryan Tepera,800000,RP,CHC,RP,1.676666666,104310488,TEX
Juan Soto,8500000,RF,WSN,OF,7.06,99951436,ARI
Fernando Tatis Jr.,1714286,SS,SDP,IF,6.96,99951436,ARI
Carlos Correa,11700000,SS,HOU,IF,6.765,99951436,ARI
Jose Ramirez,9400000,3B,CLE,IF,6.615,99951436,ARI
Walker Buehler,3750000,SP,LAD,SP,6.51,99951436,ARI
Aaron Judge,10175000,RF,NYY,OF,5.72,99951436,ARI
Brandon Woodruff,3275000,SP,MIL,SP,5.58,99951436,ARI
Matt Olson,5000000,1B,OAK,IF,5.355,99951436,ARI
Carlos Rodon,3000000,SP,CHW,SP,5.09,99951436,ARI
Shohei Ohtani,3000000,DH,LAA,DH,5.015,99951436,ARI
Julio Urias,3600000,SP,LAD,SP,4.846666667,99951436,ARI
Brandon Lowe,2500000,2B,TBR,IF,4.79,99951436,ARI
Enrique Hernandez,6000000,CF,BOS,OF,4.485,99951436,ARI
Freddy Peralta,1234960,SP,MIL,SP,4.196666667,99951436,ARI
Mike Zunino,2000000,C,TBR,C,4.125,99951436,ARI
Harrison Bader,2000000,CF,STL,OF,3.595,99951436,ARI
Josh Hader,6675000,RP,MIL,RP,3.116666667,99951436,ARI
Jesse Winker,3150000,LF,CIN,OF,2.865,99951436,ARI
Jacob Stallings,1300000,C,PIT,C,2.81,99951436,ARI
Aaron Loup,3000000,RP,NYM,RP,2.43,99951436,ARI
Andrew Chafin,2250000,RP,CHC,RP,2.403333334,99951436,ARI
Chad Green,2150000,RP,NYY,RP,1.953333333,99951436,ARI
Kendall Graveman,1250000,RP,SEA,RP,1.813333334,99951436,ARI
Mark Melancon,2000000,RP,SDP,RP,1.71,99951436,ARI
Ryan Tepera,800000,RP,CHC,RP,1.676666666,99951436,ARI
Juan Soto,8500000,RF,WSN,OF,7.06,94475853,KCR
Fernando Tatis Jr.,1714286,SS,SDP,IF,6.96,94475853,KCR
Carlos Correa,11700000,SS,HOU,IF,6.765,94475853,KCR
Jose Ramirez,9400000,3B,CLE,IF,6.615,94475853,KCR
Walker Buehler,3750000,SP,LAD,SP,6.51,94475853,KCR
Aaron Judge,10175000,RF,NYY,OF,5.72,94475853,KCR
Brandon Woodruff,3275000,SP,MIL,SP,5.58,94475853,KCR
Matt Olson,5000000,1B,OAK,IF,5.355,94475853,KCR
Carlos Rodon,3000000,SP,CHW,SP,5.09,94475853,KCR
Shohei Ohtani,3000000,DH,LAA,DH,5.015,94475853,KCR
Brandon Lowe,2500000,2B,TBR,IF,4.79,94475853,KCR
Tyler Mahle,2200000,SP,CIN,SP,4.346666667,94475853,KCR
Freddy Peralta,1234960,SP,MIL,SP,4.196666667,94475853,KCR
Mike Zunino,2000000,C,TBR,C,4.125,94475853,KCR
Teoscar Hernandez,4320000,RF,TOR,OF,4.035,94475853,KCR
Harrison Bader,2000000,CF,STL,OF,3.595,94475853,KCR
Josh Hader,6675000,RP,MIL,RP,3.116666667,94475853,KCR
Jesse Winker,3150000,LF,CIN,OF,2.865,94475853,KCR
Jacob Stallings,1300000,C,PIT,C,2.81,94475853,KCR
Aaron Loup,3000000,RP,NYM,RP,2.43,94475853,KCR
Andrew Chafin,2250000,RP,CHC,RP,2.403333334,94475853,KCR
Chad Green,2150000,RP,NYY,RP,1.953333333,94475853,KCR
Ryan Tepera,800000,RP,CHC,RP,1.676666666,94475853,KCR
Adam Cimber,925000,RP,TOR,RP,1.433333333,94475853,KCR
Brad Boxberger,100000,RP,MIL,RP,1.02,94475853,KCR
Juan Soto,8500000,RF,WSN,OF,7.06,93650276,SEA
Fernando Tatis Jr.,1714286,SS,SDP,IF,6.96,93650276,SEA
Carlos Correa,11700000,SS,HOU,IF,6.765,93650276,SEA
Jose Ramirez,9400000,3B,CLE,IF,6.615,93650276,SEA
Walker Buehler,3750000,SP,LAD,SP,6.51,93650276,SEA
Aaron Judge,10175000,RF,NYY,OF,5.72,93650276,SEA
Brandon Woodruff,3275000,SP,MIL,SP,5.58,93650276,SEA
Matt Olson,5000000,1B,OAK,IF,5.355,93650276,SEA
Carlos Rodon,3000000,SP,CHW,SP,5.09,93650276,SEA
Shohei Ohtani,3000000,DH,LAA,DH,5.015,93650276,SEA
Julio Urias,3600000,SP,LAD,SP,4.846666667,93650276,SEA
Brandon Lowe,2500000,2B,TBR,IF,4.79,93650276,SEA
Freddy Peralta,1234960,SP,MIL,SP,4.196666667,93650276,SEA
Mike Zunino,2000000,C,TBR,C,4.125,93650276,SEA
Teoscar Hernandez,4320000,RF,TOR,OF,4.035,93650276,SEA
Harrison Bader,2000000,CF,STL,OF,3.595,93650276,SEA
Josh Hader,6675000,RP,MIL,RP,3.116666667,93650276,SEA
Jesse Winker,3150000,LF,CIN,OF,2.865,93650276,SEA
Jacob Stallings,1300000,C,PIT,C,2.81,93650276,SEA
Andrew Chafin,2250000,RP,CHC,RP,2.403333334,93650276,SEA
Kendall Graveman,1250000,RP,SEA,RP,1.813333334,93650276,SEA
Luke Jackson,1900000,RP,ATL,RP,1.747453416,93650276,SEA
Ryan Tepera,800000,RP,CHC,RP,1.676666666,93650276,SEA
Adam Cimber,925000,RP,TOR,RP,1.433333333,93650276,SEA
Brad Boxberger,100000,RP,MIL,RP,1.02,93650276,SEA
Juan Soto,8500000,RF,WSN,OF,7.06,90402244,OAK
Fernando Tatis Jr.,1714286,SS,SDP,IF,6.96,90402244,OAK
Carlos Correa,11700000,SS,HOU,IF,6.765,90402244,OAK
Jose Ramirez,9400000,3B,CLE,IF,6.615,90402244,OAK
Walker Buehler,3750000,SP,LAD,SP,6.51,90402244,OAK
Aaron Judge,10175000,RF,NYY,OF,5.72,90402244,OAK
Brandon Woodruff,3275000,SP,MIL,SP,5.58,90402244,OAK
Matt Olson,5000000,1B,OAK,IF,5.355,90402244,OAK
Carlos Rodon,3000000,SP,CHW,SP,5.09,90402244,OAK
Shohei Ohtani,3000000,DH,LAA,DH,5.015,90402244,OAK
Brandon Lowe,2500000,2B,TBR,IF,4.79,90402244,OAK
Enrique Hernandez,6000000,CF,BOS,OF,4.485,90402244,OAK
Tyler Mahle,2200000,SP,CIN,SP,4.346666667,90402244,OAK
Freddy Peralta,1234960,SP,MIL,SP,4.196666667,90402244,OAK
Mike Zunino,2000000,C,TBR,C,4.125,90402244,OAK
Harrison Bader,2000000,CF,STL,OF,3.595,90402244,OAK
Jesse Winker,3150000,LF,CIN,OF,2.865,90402244,OAK
Jacob Stallings,1300000,C,PIT,C,2.81,90402244,OAK
Aaron Loup,3000000,RP,NYM,RP,2.43,90402244,OAK
Andrew Chafin,2250000,RP,CHC,RP,2.403333334,90402244,OAK
Chad Green,2150000,RP,NYY,RP,1.953333333,90402244,OAK
Kendall Graveman,1250000,RP,SEA,RP,1.813333334,90402244,OAK
Ryan Tepera,800000,RP,CHC,RP,1.676666666,90402244,OAK
Adam Cimber,925000,RP,TOR,RP,1.433333333,90402244,OAK
Brad Boxberger,100000,RP,MIL,RP,1.02,90402244,OAK
Juan Soto,8500000,RF,WSN,OF,7.06,86047409,DET
Fernando Tatis Jr.,1714286,SS,SDP,IF,6.96,86047409,DET
Carlos Correa,11700000,SS,HOU,IF,6.765,86047409,DET
Jose Ramirez,9400000,3B,CLE,IF,6.615,86047409,DET
Walker Buehler,3750000,SP,LAD,SP,6.51,86047409,DET
Brandon Woodruff,3275000,SP,MIL,SP,5.58,86047409,DET
Matt Olson,5000000,1B,OAK,IF,5.355,86047409,DET
Carlos Rodon,3000000,SP,CHW,SP,5.09,86047409,DET
Shohei Ohtani,3000000,DH,LAA,DH,5.015,86047409,DET
Julio Urias,3600000,SP,LAD,SP,4.846666667,86047409,DET
Brandon Lowe,2500000,2B,TBR,IF,4.79,86047409,DET
Enrique Hernandez,6000000,CF,BOS,OF,4.485,86047409,DET
Freddy Peralta,1234960,SP,MIL,SP,4.196666667,86047409,DET
Mike Zunino,2000000,C,TBR,C,4.125,86047409,DET
Teoscar Hernandez,4320000,RF,TOR,OF,4.035,86047409,DET
Harrison Bader,2000000,CF,STL,OF,3.595,86047409,DET
Jesse Winker,3150000,LF,CIN,OF,2.865,86047409,DET
Jacob Stallings,1300000,C,PIT,C,2.81,86047409,DET
Aaron Loup,3000000,RP,NYM,RP,2.43,86047409,DET
Andrew Chafin,2250000,RP,CHC,RP,2.403333334,86047409,DET
Chad Green,2150000,RP,NYY,RP,1.953333333,86047409,DET
Kendall Graveman,1250000,RP,SEA,RP,1.813333334,86047409,DET
Ryan Tepera,800000,RP,CHC,RP,1.676666666,86047409,DET
Adam Cimber,925000,RP,TOR,RP,1.433333333,86047409,DET
Brad Boxberger,100000,RP,MIL,RP,1.02,86047409,DET
Juan Soto,8500000,RF,WSN,OF,7.06,76856333,TBR
Fernando Tatis Jr.,1714286,SS,SDP,IF,6.96,76856333,TBR
Jose Ramirez,9400000,3B,CLE,IF,6.615,76856333,TBR
Walker Buehler,3750000,SP,LAD,SP,6.51,76856333,TBR
Brandon Woodruff,3275000,SP,MIL,SP,5.58,76856333,TBR
Matt Olson,5000000,1B,OAK,IF,5.355,76856333,TBR
Carlos Rodon,3000000,SP,CHW,SP,5.09,76856333,TBR
Shohei Ohtani,3000000,DH,LAA,DH,5.015,76856333,TBR
Julio Urias,3600000,SP,LAD,SP,4.846666667,76856333,TBR
Brandon Lowe,2500000,2B,TBR,IF,4.79,76856333,TBR
Jorge Polanco,4333333,2B,MIN,IF,4.51,76856333,TBR
Byron Buxton,5125000,CF,MIN,OF,4.32,76856333,TBR
Freddy Peralta,1234960,SP,MIL,SP,4.196666667,76856333,TBR
Mike Zunino,2000000,C,TBR,C,4.125,76856333,TBR
Teoscar Hernandez,4320000,RF,TOR,OF,4.035,76856333,TBR
Harrison Bader,2000000,CF,STL,OF,3.595,76856333,TBR
Jesse Winker,3150000,LF,CIN,OF,2.865,76856333,TBR
Jacob Stallings,1300000,C,PIT,C,2.81,76856333,TBR
Aaron Loup,3000000,RP,NYM,RP,2.43,76856333,TBR
Andrew Chafin,2250000,RP,CHC,RP,2.403333334,76856333,TBR
Kendall Graveman,1250000,RP,SEA,RP,1.813333334,76856333,TBR
Ryan Tepera,800000,RP,CHC,RP,1.676666666,76856333,TBR
Adam Cimber,925000,RP,TOR,RP,1.433333333,76856333,TBR
Luis Cessa,1050000,RP,NYY,RP,1.3766666669999998,76856333,TBR
Brad Boxberger,100000,RP,MIL,RP,1.02,76856333,TBR
Juan Soto,8500000,RF,WSN,OF,7.06,60877424,MIA
Fernando Tatis Jr.,1714286,SS,SDP,IF,6.96,60877424,MIA
Walker Buehler,3750000,SP,LAD,SP,6.51,60877424,MIA
Brandon Woodruff,3275000,SP,MIL,SP,5.58,60877424,MIA
Matt Olson,5000000,1B,OAK,IF,5.355,60877424,MIA
Carlos Rodon,3000000,SP,CHW,SP,5.09,60877424,MIA
Shohei Ohtani,3000000,DH,LAA,DH,5.015,60877424,MIA
Brandon Lowe,2500000,2B,TBR,IF,4.79,60877424,MIA
Tyler Mahle,2200000,SP,CIN,SP,4.346666667,60877424,MIA
Freddy Peralta,1234960,SP,MIL,SP,4.196666667,60877424,MIA
Mike Zunino,2000000,C,TBR,C,4.125,60877424,MIA
Teoscar Hernandez,4320000,RF,TOR,OF,4.035,60877424,MIA
Jeimer Candelario,2850000,3B,DET,IF,3.8,60877424,MIA
Harrison Bader,2000000,CF,STL,OF,3.595,60877424,MIA
Luis Robert,3500000,CF,CHW,OF,3.495,60877424,MIA
Jesse Winker,3150000,LF,CIN,OF,2.865,60877424,MIA
C.J. Cron,1000000,1B,COL,IF,2.852608696,60877424,MIA
Jacob Stallings,1300000,C,PIT,C,2.81,60877424,MIA
Andrew Chafin,2250000,RP,CHC,RP,2.403333334,60877424,MIA
Kendall Graveman,1250000,RP,SEA,RP,1.813333334,60877424,MIA
Ryan Tepera,800000,RP,CHC,RP,1.676666666,60877424,MIA
Adam Cimber,925000,RP,TOR,RP,1.433333333,60877424,MIA
JT Chargois,570500,RP,SEA,RP,1.133333333,60877424,MIA
Caleb Thielbar,650000,RP,MIN,RP,1.106666667,60877424,MIA
Brad Boxberger,100000,RP,MIL,RP,1.02,60877424,MIA
Juan Soto,8500000,RF,WSN,OF,7.06,59054021,BAL
Fernando Tatis Jr.,1714286,SS,SDP,IF,6.96,59054021,BAL
Walker Buehler,3750000,SP,LAD,SP,6.51,59054021,BAL
Brandon Woodruff,3275000,SP,MIL,SP,5.58,59054021,BAL
Matt Olson,5000000,1B,OAK,IF,5.355,59054021,BAL
Carlos Rodon,3000000,SP,CHW,SP,5.09,59054021,BAL
Shohei Ohtani,3000000,DH,LAA,DH,5.015,59054021,BAL
Brandon Lowe,2500000,2B,TBR,IF,4.79,59054021,BAL
Tyler Mahle,2200000,SP,CIN,SP,4.346666667,59054021,BAL
Freddy Peralta,1234960,SP,MIL,SP,4.196666667,59054021,BAL
Mike Zunino,2000000,C,TBR,C,4.125,59054021,BAL
Jeimer Candelario,2850000,3B,DET,IF,3.8,59054021,BAL
Harrison Bader,2000000,CF,STL,OF,3.595,59054021,BAL
Luis Robert,3500000,CF,CHW,OF,3.495,59054021,BAL
Jesse Winker,3150000,LF,CIN,OF,2.865,59054021,BAL
C.J. Cron,1000000,1B,COL,IF,2.852608696,59054021,BAL
Jacob Stallings,1300000,C,PIT,C,2.81,59054021,BAL
Aaron Loup,3000000,RP,NYM,RP,2.43,59054021,BAL
Michael A. Taylor,1750000,CF,KCR,OF,2.245,59054021,BAL
Kendall Graveman,1250000,RP,SEA,RP,1.813333334,59054021,BAL
Ryan Tepera,800000,RP,CHC,RP,1.676666666,59054021,BAL
Adam Cimber,925000,RP,TOR,RP,1.433333333,59054021,BAL
JT Chargois,570500,RP,SEA,RP,1.133333333,59054021,BAL
Caleb Thielbar,650000,RP,MIN,RP,1.106666667,59054021,BAL
Brad Boxberger,100000,RP,MIL,RP,1.02,59054021,BAL
Juan Soto,8500000,RF,WSN,OF,7.06,53010498,CLE
Fernando Tatis Jr.,1714286,SS,SDP,IF,6.96,53010498,CLE
Walker Buehler,3750000,SP,LAD,SP,6.51,53010498,CLE
Brandon Woodruff,3275000,SP,MIL,SP,5.58,53010498,CLE
Carlos Rodon,3000000,SP,CHW,SP,5.09,53010498,CLE
Shohei Ohtani,3000000,DH,LAA,DH,5.015,53010498,CLE
Brandon Lowe,2500000,2B,TBR,IF,4.79,53010498,CLE
Freddy Peralta,1234960,SP,MIL,SP,4.196666667,53010498,CLE
Mike Zunino,2000000,C,TBR,C,4.125,53010498,CLE
Frankie Montas,1800000,SP,OAK,SP,3.88,53010498,CLE
Harrison Bader,2000000,CF,STL,OF,3.595,53010498,CLE
Luis Robert,3500000,CF,CHW,OF,3.495,53010498,CLE
Joey Wendle,2250000,3B,TBR,IF,3.33,53010498,CLE
Tony Kemp,1050000,2B,OAK,IF,3.19,53010498,CLE
Jesse Winker,3150000,LF,CIN,OF,2.865,53010498,CLE
C.J. Cron,1000000,1B,COL,IF,2.852608696,53010498,CLE
Jacob Stallings,1300000,C,PIT,C,2.81,53010498,CLE
Andrew Chafin,2250000,RP,CHC,RP,2.403333334,53010498,CLE
Kendall Graveman,1250000,RP,SEA,RP,1.813333334,53010498,CLE
Ryan Tepera,800000,RP,CHC,RP,1.676666666,53010498,CLE
Adam Engel,1350000,CF,CHW,OF,1.525,53010498,CLE
Adam Cimber,925000,RP,TOR,RP,1.433333333,53010498,CLE
JT Chargois,570500,RP,SEA,RP,1.133333333,53010498,CLE
Caleb Thielbar,650000,RP,MIN,RP,1.106666667,53010498,CLE
Brad Boxberger,100000,RP,MIL,RP,1.02,53010498,CLE
Fernando Tatis Jr.,1714286,SS,SDP,IF,6.96,50337389,PIT
Walker Buehler,3750000,SP,LAD,SP,6.51,50337389,PIT
Brandon Woodruff,3275000,SP,MIL,SP,5.58,50337389,PIT
Carlos Rodon,3000000,SP,CHW,SP,5.09,50337389,PIT
Shohei Ohtani,3000000,DH,LAA,DH,5.015,50337389,PIT
Brandon Lowe,2500000,2B,TBR,IF,4.79,50337389,PIT
Tyler Mahle,2200000,SP,CIN,SP,4.346666667,50337389,PIT
Freddy Peralta,1234960,SP,MIL,SP,4.196666667,50337389,PIT
Mike Zunino,2000000,C,TBR,C,4.125,50337389,PIT
Teoscar Hernandez,4320000,RF,TOR,OF,4.035,50337389,PIT
Jeimer Candelario,2850000,3B,DET,IF,3.8,50337389,PIT
Harrison Bader,2000000,CF,STL,OF,3.595,50337389,PIT
Luis Robert,3500000,CF,CHW,OF,3.495,50337389,PIT
Tony Kemp,1050000,2B,OAK,IF,3.19,50337389,PIT
Jesse Winker,3150000,LF,CIN,OF,2.865,50337389,PIT
C.J. Cron,1000000,1B,COL,IF,2.852608696,50337389,PIT
Jacob Stallings,1300000,C,PIT,C,2.81,50337389,PIT
Andrew Chafin,2250000,RP,CHC,RP,2.403333334,50337389,PIT
Michael A. Taylor,1750000,CF,KCR,OF,2.245,50337389,PIT
Kendall Graveman,1250000,RP,SEA,RP,1.813333334,50337389,PIT
Ryan Tepera,800000,RP,CHC,RP,1.676666666,50337389,PIT
Adam Cimber,925000,RP,TOR,RP,1.433333333,50337389,PIT
JT Chargois,570500,RP,SEA,RP,1.133333333,50337389,PIT
Caleb Thielbar,650000,RP,MIN,RP,1.106666667,50337389,PIT
Brad Boxberger,100000,RP,MIL,RP,1.02,50337389,PIT
